ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
8466	25	Woman	1	Student	Agency	Yes	3	Sport	41828	Automatic	Diesel		0.23505078807510893
8467	44	Woman	4+	"Private Sector - Employee"	Agency	Yes	4	Saloon	33887	Automatic	Petrol		-0.13911244879886986
8468	42	Man	2	"Public Sector - Director"	Agency	No	22	Sport	27316	Automatic	Diesel		0.22591571289241882
8469	77	Woman	2	Student	On-line	No	20	Sport	20885	Automatic	Diesel		0.39493818354164845
8470	53	Woman	4+	"Private Sector - Director"	On-line	No	6	Saloon	25591	Automatic	Diesel		0.061966433735607611
8471	57	Woman	4+	Student	Agency	Yes	13	Saloon	20713	Manual	Diesel		0.019873920017994491
8472	74	Man	0	"Public Sector - Employee"	On-line	Yes	4	Saloon	24039	Manual	Petrol		0.24585414655218429
8474	33	Woman	4+	Unemployed	Agency	No	15	Estate	25680	Manual	Petrol		0.028445293470191271
8475	72	Woman	2	Independant	Agency	Yes	11	Sport	39656	Manual	Diesel		0.17767149090207357
8476	45	Woman	1	"Private Sector - Employee"	Agency	No	19	Estate	14142	Automatic	Diesel		-0.1005204547851534
8478	20	Woman	1	"Public Sector - Employee"	Agency	No	2	Sport	20026	Manual	Petrol		0.18092151781734861
8479	36	Man	4+	"Public Sector - Employee"	Agency	Yes	15	Saloon	42139	Manual	Diesel		0.20321693575986483
8480	48	Woman	2	"Private Sector - Employee"	Agency	Yes	19	Saloon	24108	Automatic	Diesel		-0.033716837377546161
8481	49	Man	4+	"Private Sector - Director"	Agency	Yes	21	Sport	11698	Automatic	Diesel		0.30558541733123923
8482	54	Man	1	Government	Agency	No	16	Estate	24704	Automatic	Diesel		0.19521191924308753
8483	56	Man	4+	Independant	On-line	Yes	19	Saloon	23329	Automatic	Diesel		0.17292249339097371
8484	45	Man	0	Independant	On-line	No	10	Saloon	20945	Manual	Diesel		0.31386149583702294
8486	18	Man	2	Independant	Agency	Yes	0	Saloon	21577	Manual	Diesel		0.23061507596199521
8487	46	Woman	2	"Private Sector - Manager"	On-line	No	14	Estate	24173	Manual	Petrol		-0.040665125941707833
8488	34	Woman	0	Retired	Agency	Yes	4	Sport	25738	Automatic	Diesel		0.45520068506872036
8489	19	Woman	1	"Private Sector - Director"	Agency	No	1	Estate	26955	Automatic	Petrol		0.038109310597125828
8490	46	Man	4+	Government	Agency	No	18	Saloon	15560	Automatic	Diesel		0.12551819947823442
8492	36	Woman	4+	Student	Agency	No	14	Sport	28534	Automatic	Petrol		0.19036068772428955
8493	55	Woman	2	Retired	Agency	No	12	Estate	21752	Automatic	Diesel		0.040310476475159132
8495	75	Man	2	"Public Sector - Manager"	Agency	No	13	Sport	14543	Automatic	Diesel		0.51574761970427863
8496	46	Woman	0	Independant	Agency	Yes	18	Saloon	40637	Automatic	Diesel		0.15244629551838118
8498	75	Woman	2	"Public Sector - Employee"	Agency	No	9	Estate	19529	Automatic	Petrol		0.028931847677056144
8499	49	Man	4+	Unemployed	Agency	No	12	Sport	35257	Automatic	Diesel		0.35678767591662719
8500	19	Man	1	"Private Sector - Employee"	Agency	Yes	1	Saloon	23735	Manual	Diesel		0.16856339214924085
8501	38	Man	2	Government	On-line	No	20	Estate	18623	Automatic	Petrol		0.12590228008649951
8502	75	Woman	2	"Public Sector - Manager"	Agency	Yes	4	Estate	22195	Manual	Petrol		0.15997294715732416
8503	70	Man	1	Unemployed	Agency	No	15	Estate	17461	Automatic	Petrol		0.056767686396440697
8504	50	Woman	2	"Public Sector - Director"	On-line	No	3	Saloon	17525	Automatic	Diesel		-0.069556465512007976
8505	69	Woman	4+	Independant	On-line	Yes	19	Estate	15764	Manual	Diesel		-0.030822969963938573
8506	53	Man	0	"Private Sector - Employee"	On-line	No	21	Estate	28671	Automatic	Petrol		0.1706905789267657
8507	45	Man	1	Independant	Agency	No	8	Sport	29236	Manual	Diesel		0.36124415209102478
8508	75	Woman	0	"Private Sector - Employee"	On-line	Yes	16	Saloon	45398	Manual	Diesel		0.12628912441045692
8509	56	Woman	4+	"Public Sector - Director"	On-line	Yes	6	Estate	16318	Manual	Diesel		-0.10135007599698698
8510	36	Man	1	"Public Sector - Employee"	Agency	Yes	13	Sport	22887	Manual	Diesel		0.42327204836434007
8511	40	Man	4+	"Public Sector - Employee"	Agency	No	9	Estate	32733	Manual	Diesel		0.24386480429257149
8512	38	Woman	1	Student	Agency	Yes	13	Sport	28302	Automatic	Diesel		0.28492939227709169
8513	51	Woman	2	"Private Sector - Employee"	Agency	Yes	15	Estate	25428	Automatic	Petrol		-0.12083453735223626
8514	58	Woman	4+	"Private Sector - Employee"	Agency	No	8	Estate	27061	Automatic	Diesel		-0.022829726915730597
8515	39	Man	4+	"Public Sector - Employee"	Agency	No	11	Sport	45152	Automatic	Diesel		0.34033890856553117
8516	20	Man	4+	"Public Sector - Employee"	On-line	Yes	2	Estate	20793	Automatic	Petrol		0.14509390122736904
8517	34	Woman	2	Independant	Agency	No	16	Sport	27771	Manual	Diesel		0.28826373056924343
8518	19	Woman	2	"Public Sector - Director"	On-line	Yes	1	Sport	19380	Automatic	Diesel		0.18460501055744208
8519	54	Man	4+	"Public Sector - Director"	Agency	Yes	21	Estate	26225	Manual	Diesel		0.11582772487918057
8520	55	Man	1	"Public Sector - Director"	Agency	No	19	Sport	53603	Automatic	Diesel		0.19183547929874015
8521	40	Man	4+	Student	Agency	No	14	Sport	23855	Automatic	Diesel		0.41278330537909658
8522	66	Man	2	Independant	Agency	Yes	22	Saloon	28714	Automatic	Diesel		0.18177572622304281
8523	54	Woman	4+	"Public Sector - Employee"	On-line	No	12	Estate	31955	Manual	Diesel		0.049980556022998723
8524	54	Man	4+	Retired	On-line	Yes	13	Saloon	23608	Automatic	Diesel		0.1891680357405153
8525	75	Woman	0	Student	Agency	No	17	Saloon	26658	Automatic	Diesel		0.30204164144168766
8527	39	Woman	2	"Private Sector - Employee"	On-line	No	20	Estate	25224	Automatic	Petrol		-0.064249443054167937
8528	54	Man	2	"Public Sector - Manager"	Agency	No	20	Estate	32971	Automatic	Diesel		0.3013920408593348
8529	26	Man	4+	Student	Agency	Yes	3	Saloon	23927	Automatic	Diesel		0.24036294475763159
8530	28	Man	4+	"Private Sector - Employee"	On-line	No	10	Saloon	25524	Manual	Petrol		0.080200038991408748
8532	54	Woman	1	Student	On-line	No	19	Estate	20111	Automatic	Diesel		0.017282927972434907
8533	50	Man	0	"Private Sector - Employee"	Agency	No	19	Saloon	25970	Automatic	Diesel		0.26917694561086508
8534	75	Man	4+	"Public Sector - Manager"	Agency	No	9	Estate	14060	Automatic	Diesel		0.33742780022765595
8535	39	Man	3	"Public Sector - Manager"	Agency	Yes	4	Sport	36920	Automatic	Diesel		0.52334423343424552
8536	50	Man	2	Government	Agency	Yes	10	Saloon	13952	Automatic	Diesel		0.12683280818070672
8538	53	Man	4+	Retired	Agency	No	22	Saloon	31346	Automatic	Diesel		0.19058590181871687
8539	63	Man	2	"Public Sector - Manager"	Agency	No	10	Estate	16990	Automatic	Diesel		0.2392774896110976
8540	35	Woman	2	"Public Sector - Manager"	Agency	No	13	Saloon	32384	Automatic	Diesel		0.22496772704520587
8542	22	Man	2	Government	Agency	No	4	Estate	19897	Automatic	Diesel		0.2339663124829516
8543	51	Woman	1	"Private Sector - Employee"	Agency	No	5	Sport	18161	Manual	Diesel		0.1121448238307895
8544	60	Woman	1	"Private Sector - Employee"	Agency	No	5	Saloon	27100	Manual	Diesel		-0.02344251836076694
8547	21	Man	4+	"Private Sector - Employee"	On-line	No	3	Sport	28300	Automatic	Petrol		0.26197267602660812
8548	42	Woman	2	Unemployed	On-line	No	20	Saloon	27233	Automatic	Diesel		-0.0028590659295519572
8549	25	Woman	3	"Public Sector - Director"	Agency	No	7	Estate	26506	Automatic	Diesel		0.043055908284130681
8550	62	Woman	1	Unemployed	Agency	No	8	Sport	19371	Automatic	Petrol		0.10930088483011829
8551	50	Man	4+	"Public Sector - Director"	On-line	No	18	Sport	25112	Automatic	Diesel		0.28909872109396084
8552	43	Man	1	Independant	Agency	No	13	Saloon	27203	Manual	Petrol		0.071092195006133521
8553	84	Woman	1	"Public Sector - Employee"	Agency	No	5	Saloon	42619	Automatic	Diesel		0.19489216114052407
8554	43	Woman	4+	"Private Sector - Manager"	Agency	No	7	Estate	24701	Automatic	Petrol		-0.061702105994691683
8555	39	Woman	1	"Private Sector - Manager"	Agency	No	16	Saloon	23786	Manual	Diesel		0.11020864747113823
8557	48	Man	0	"Public Sector - Manager"	Agency	No	3	Saloon	24177	Manual	Diesel		0.46293838690702926
8558	29	Man	1	Student	Agency	No	11	Saloon	27041	Manual	Diesel		0.25259010737371623
8559	53	Woman	2	"Private Sector - Manager"	Agency	No	6	Estate	25304	Automatic	Diesel		0.060383774460755199
8560	46	Woman	0	Retired	Agency	Yes	5	Estate	13075	Automatic	Diesel		0.14152501981425164
8561	44	Man	0	Unemployed	Agency	No	9	Saloon	13048	Manual	Petrol		0.184832852591201
8562	73	Woman	1	Independant	On-line	Yes	7	Sport	29386	Automatic	Diesel		0.21794479363342881
8563	53	Man	2	"Public Sector - Employee"	On-line	Yes	14	Saloon	34191	Manual	Petrol		0.086707415607592292
8565	74	Man	1	"Private Sector - Employee"	Agency	No	7	Estate	26819	Automatic	Diesel		0.1124513164132873
8567	46	Man	4+	Retired	On-line	No	3	Estate	29406	Automatic	Diesel		0.1967060250791095
8568	57	Man	1	Independant	Agency	No	9	Saloon	28934	Manual	Diesel		0.18324568250798817
8569	24	Woman	2	Student	Agency	Yes	6	Saloon	36612	Manual	Petrol		-0.011061207231024064
8570	48	Woman	0	Unemployed	Agency	No	19	Saloon	26059	Automatic	Diesel		0.21859744727272881
8571	56	Man	0	Retired	Agency	No	6	Sport	16887	Manual	Diesel		0.45688414322853588
8572	19	Man	0	"Private Sector - Employee"	Agency	No	1	Sport	19302	Automatic	Diesel		0.47633840426022112
8573	65	Woman	1	"Public Sector - Employee"	On-line	No	8	Saloon	31919	Automatic	Diesel		0.047425740640503374
8575	31	Man	2	Independant	Agency	No	13	Saloon	18278	Automatic	Diesel		0.2072045855647279
8576	68	Woman	4+	Student	On-line	Yes	7	Estate	38806	Manual	Diesel		0.0045310771339648753
8577	34	Man	2	Student	On-line	No	9	Estate	33961	Automatic	Diesel		0.22805409312205474
8578	47	Man	4+	"Public Sector - Employee"	Agency	No	8	Sport	19450	Automatic	Diesel		0.34495399157351958
8579	41	Man	4+	Independant	Agency	Yes	10	Estate	24967	Automatic	Petrol		0.093160601026922779
8580	70	Man	2	"Private Sector - Director"	On-line	No	18	Estate	41362	Automatic	Petrol		0.049024683138302716
8582	73	Man	0	Retired	On-line	No	14	Estate	18345	Automatic	Petrol		0.21469753846084516
8583	44	Man	2	"Public Sector - Manager"	Agency	No	13	Estate	27709	Manual	Diesel		0.3181080332564169
8584	19	Woman	3	"Public Sector - Director"	Agency	No	1	Saloon	20818	Automatic	Diesel		0.014097867372305534
8585	44	Man	4+	"Public Sector - Employee"	On-line	No	13	Sport	26880	Automatic	Petrol		0.28828828455432609
8586	34	Woman	4+	"Public Sector - Director"	Agency	Yes	4	Estate	13775	Automatic	Diesel		-0.039801611624745686
8587	33	Woman	3	Retired	Agency	No	15	Estate	28646	Manual	Diesel		0.1216006394091315
8588	30	Man	0	"Private Sector - Director"	On-line	No	12	Saloon	20880	Automatic	Diesel		0.38995964358234014
8589	45	Woman	2	"Public Sector - Employee"	Agency	No	17	Saloon	29726	Automatic	Petrol		-0.037562860756470251
8590	37	Woman	2	Government	On-line	Yes	18	Estate	26415	Manual	Petrol		0.030892851279385569
8591	59	Man	2	"Public Sector - Director"	Agency	No	15	Sport	34866	Automatic	Diesel		0.26833383398969946
8592	55	Woman	1	"Public Sector - Employee"	Agency	Yes	13	Sport	20243	Automatic	Diesel		0.21042609071076773
8593	19	Man	2	Government	Agency	Yes	1	Saloon	33176	Automatic	Diesel		0.25085192468251671
8595	59	Man	4+	Student	Agency	No	22	Saloon	20913	Automatic	Petrol		0.064254554530563418
8596	32	Woman	2	"Private Sector - Director"	Agency	No	14	Estate	20310	Automatic	Petrol		-0.00076613139744960423
8597	39	Man	2	"Public Sector - Director"	On-line	Yes	4	Saloon	18091	Manual	Diesel		0.12941162794660793
8598	37	Man	0	Independant	Agency	No	19	Estate	25014	Automatic	Petrol		0.30110939425159333
8600	30	Man	2	Unemployed	Agency	No	12	Estate	36317	Automatic	Diesel		0.23524852727155263
8601	40	Man	1	Student	Agency	Yes	7	Estate	26782	Manual	Diesel		0.24901793439156847
8602	28	Woman	0	"Public Sector - Employee"	On-line	No	9	Estate	37155	Automatic	Diesel		0.24719147814338924
8604	29	Woman	0	"Private Sector - Director"	Agency	Yes	8	Estate	27441	Automatic	Diesel		0.2809130515809527
8605	29	Man	3	"Private Sector - Director"	Agency	No	11	Sport	15541	Automatic	Diesel		0.36636546502098311
8606	20	Woman	1	Government	Agency	No	2	Sport	23441	Automatic	Petrol		0.19975350884041804
8607	29	Man	4+	Independant	Agency	No	11	Saloon	45783	Automatic	Petrol		0.056925475108357382
8608	71	Man	4+	"Private Sector - Manager"	Agency	No	7	Estate	32500	Automatic	Diesel		0.18245650071015901
8609	51	Man	4+	Independant	Agency	Yes	13	Sport	31093	Manual	Petrol		0.26149501224935495
8610	43	Man	2	"Private Sector - Employee"	Agency	No	21	Estate	23798	Automatic	Diesel		0.078542514632699692
8611	56	Man	1	"Private Sector - Employee"	Agency	No	9	Estate	18134	Automatic	Petrol		-0.023892046719878397
8612	45	Woman	3	Government	On-line	No	17	Estate	32195	Manual	Diesel		0.049015159899775382
8613	62	Man	2	"Public Sector - Manager"	On-line	Yes	13	Sport	29405	Automatic	Diesel		0.48949534640950609
8615	45	Man	0	"Private Sector - Director"	Agency	Yes	16	Sport	21723	Automatic	Diesel		0.51080993132918795
8616	21	Man	3	Student	Agency	Yes	3	Estate	24477	Automatic	Diesel		0.24540290798373263
8618	56	Man	4+	"Private Sector - Employee"	Agency	Yes	19	Sport	44063	Automatic	Diesel		0.19390673076782916
8620	62	Man	4+	"Public Sector - Director"	On-line	No	15	Estate	34244	Automatic	Diesel		0.091193126113837022
8621	54	Man	1	Independant	Agency	Yes	15	Saloon	18610	Automatic	Diesel		0.1473854260026877
8622	74	Man	0	"Public Sector - Employee"	On-line	Yes	19	Sport	22291	Automatic	Diesel		0.50926799044569926
8623	23	Woman	0	Student	Agency	Yes	5	Saloon	17734	Manual	Diesel		0.22281991207936161
8624	56	Man	0	Independant	On-line	Yes	9	Estate	41123	Automatic	Diesel		0.28782029032312106
8625	23	Man	1	Retired	Agency	No	5	Sport	33740	Manual	Diesel		0.42584713334006996
8627	46	Man	0	"Private Sector - Employee"	Agency	No	17	Estate	33081	Automatic	Diesel		0.25075358795095287
8628	44	Man	4+	Unemployed	Agency	Yes	4	Saloon	24097	Automatic	Petrol		0.096833249213638672
8629	58	Woman	0	"Public Sector - Employee"	Agency	Yes	16	Saloon	27639	Manual	Petrol		0.12222783072389851
8630	57	Man	4+	"Private Sector - Employee"	Agency	Yes	20	Estate	25677	Automatic	Diesel		0.11207705084083683
8632	20	Man	4+	"Public Sector - Director"	Agency	No	2	Sport	13358	Automatic	Diesel		0.2827358549092302
8633	47	Man	1	Government	Agency	No	9	Estate	30794	Manual	Diesel		0.19241833533425984
8634	80	Woman	4+	Government	Agency	No	17	Sport	32018	Automatic	Petrol		0.32734210053811175
8635	70	Man	2	Independant	Agency	Yes	10	Sport	19712	Automatic	Diesel		0.32801280729723947
8636	21	Woman	4+	Unemployed	Agency	No	3	Sport	21431	Automatic	Diesel		0.28288417423104895
8637	19	Woman	4+	Retired	On-line	Yes	1	Sport	26566	Manual	Diesel		0.31200388891486752
8638	44	Woman	4+	Student	Agency	No	9	Saloon	27794	Manual	Petrol		-0.045725280892907796
8639	53	Woman	2	"Public Sector - Manager"	Agency	Yes	9	Estate	29626	Automatic	Diesel		0.1741453131265211
8640	37	Man	2	Independant	Agency	No	14	Sport	33840	Manual	Diesel		0.40568081298092629
8641	42	Woman	2	"Public Sector - Employee"	On-line	No	13	Saloon	27707	Manual	Petrol		-0.09901843211233291
8642	55	Woman	4+	Student	Agency	No	5	Estate	17843	Automatic	Diesel		0.0045331487941756149
8643	47	Man	4+	Unemployed	On-line	No	11	Saloon	49337	Manual	Diesel		0.10272619914411371
8644	69	Woman	2	"Public Sector - Employee"	Agency	No	18	Saloon	27341	Automatic	Diesel		0.061358412854592578
8645	57	Man	4+	Unemployed	On-line	No	19	Saloon	27172	Manual	Petrol		0.10858710257882481
8647	39	Woman	0	Independant	Agency	No	7	Saloon	13535	Manual	Diesel		0.18558394659137292
8648	35	Woman	1	Unemployed	Agency	Yes	16	Sport	13427	Automatic	Diesel		0.22609012596549874
8649	69	Woman	4+	Independant	Agency	Yes	5	Saloon	21974	Automatic	Diesel		0.023912765593070082
8651	19	Woman	4+	Unemployed	On-line	No	1	Saloon	66868	Automatic	Diesel		0.026282393338121587
8652	54	Woman	4+	Unemployed	Agency	No	15	Estate	10093	Automatic	Diesel		-0.011582490158667691
8653	52	Man	0	"Public Sector - Director"	Agency	No	21	Saloon	40258	Automatic	Petrol		0.12502642893018923
8654	69	Woman	1	"Public Sector - Employee"	On-line	No	12	Saloon	16077	Automatic	Diesel		-0.016677718343740655
8655	57	Man	4+	"Public Sector - Employee"	On-line	No	13	Estate	22461	Manual	Diesel		0.18211418084629497
8657	63	Man	2	"Private Sector - Employee"	On-line	Yes	4	Saloon	17141	Automatic	Diesel		0.063547880447418215
8658	18	Man	4+	Independant	On-line	No	0	Estate	12479	Automatic	Diesel		0.17886545157650074
8659	63	Man	4+	"Public Sector - Manager"	On-line	Yes	7	Sport	27320	Automatic	Petrol		0.40142424962149253
8660	50	Man	2	Government	Agency	Yes	16	Saloon	26728	Manual	Petrol		0.11173298162367923
8661	36	Man	4+	Government	Agency	No	15	Estate	28163	Manual	Diesel		0.26034866843646498
8662	46	Man	1	"Public Sector - Director"	Agency	Yes	12	Sport	15521	Automatic	Petrol		0.12157671254970279
8665	43	Man	0	"Public Sector - Director"	Agency	No	10	Estate	30140	Automatic	Diesel		0.23637979024018999
8667	25	Woman	1	Independant	Agency	No	7	Sport	17993	Automatic	Diesel		0.24809857840608546
8668	49	Man	4+	"Private Sector - Manager"	Agency	No	15	Saloon	18935	Automatic	Petrol		0.069523126052031925
8669	42	Man	4+	Retired	Agency	Yes	14	Sport	24366	Automatic	Diesel		0.30357225467020288
8670	47	Woman	1	"Private Sector - Manager"	Agency	No	7	Saloon	24373	Manual	Diesel		0.055285102975925246
8672	71	Man	4+	Independant	Agency	Yes	21	Sport	18085	Manual	Diesel		0.31879781764922543
8673	83	Woman	0	"Public Sector - Director"	Agency	Yes	12	Estate	37956	Automatic	Diesel		0.28503163219291644
8674	44	Man	0	Unemployed	Agency	No	14	Saloon	23732	Automatic	Diesel		0.34322042605366576
8675	30	Man	1	Independant	Agency	Yes	12	Sport	17500	Manual	Diesel		0.38175269213086449
8677	72	Man	2	"Public Sector - Employee"	Agency	Yes	7	Sport	51688	Manual	Diesel		0.27594226387903675
8678	75	Man	2	"Private Sector - Employee"	Agency	No	13	Saloon	9480	Automatic	Diesel		0.13442759193696774
8680	48	Woman	1	Government	Agency	Yes	9	Saloon	33570	Automatic	Petrol		-0.04938412551650647
8682	71	Woman	2	"Public Sector - Employee"	On-line	No	9	Estate	37466	Manual	Diesel		0.02484164131480877
8683	40	Woman	2	Government	Agency	Yes	16	Saloon	32514	Automatic	Petrol		0.011581845032098997
8684	66	Woman	4+	Unemployed	Agency	No	3	Sport	30655	Automatic	Diesel		0.22973494058861568
8685	44	Man	2	Government	Agency	Yes	5	Estate	21173	Automatic	Petrol		0.080708873883783575
8686	22	Man	2	Independant	Agency	Yes	4	Sport	33444	Automatic	Diesel		0.41299102348909944
8687	56	Man	4+	Government	Agency	No	17	Sport	27629	Automatic	Diesel		0.38039536266706164
8688	55	Woman	0	Unemployed	Agency	No	11	Estate	23274	Manual	Petrol		0.107871113575217
8689	62	Woman	4+	"Public Sector - Employee"	On-line	No	12	Saloon	25120	Manual	Diesel		0.057182911026157732
8690	72	Woman	0	"Public Sector - Employee"	Agency	Yes	8	Estate	19192	Manual	Diesel		0.17584766656839906
8691	24	Woman	2	"Private Sector - Director"	Agency	No	6	Sport	31159	Automatic	Diesel		0.29546878816394007
8692	54	Man	2	"Public Sector - Manager"	Agency	No	20	Saloon	38029	Manual	Petrol		0.18620951741153335
8693	55	Man	2	"Public Sector - Director"	Agency	No	19	Saloon	22355	Automatic	Diesel		0.094243729121431613
8694	28	Man	1	Student	On-line	No	10	Estate	25768	Manual	Diesel		0.24971232798799528
8695	51	Man	2	Independant	Agency	No	19	Saloon	46565	Automatic	Diesel		0.089627939334119361
8696	27	Man	4+	Independant	Agency	No	9	Estate	18221	Automatic	Diesel		0.20849585349891311
8698	48	Man	1	Independant	Agency	No	3	Saloon	28550	Automatic	Diesel		0.18573394888717187
8699	43	Woman	2	Student	On-line	No	11	Saloon	18981	Automatic	Diesel		-0.012849985829852417
8700	43	Woman	1	Independant	Agency	No	3	Saloon	16594	Automatic	Diesel		-0.05128218305760035
8701	74	Man	4+	Retired	Agency	No	17	Estate	34996	Automatic	Diesel		0.17360169352190122
8702	47	Man	0	Unemployed	Agency	Yes	18	Sport	12994	Automatic	Petrol		0.36397634614888813
8703	67	Woman	4+	Unemployed	On-line	Yes	5	Estate	16162	Automatic	Petrol		-0.11082870896982198
8705	44	Woman	2	"Public Sector - Employee"	Agency	Yes	5	Estate	21163	Automatic	Diesel		0.036890171373415305
